mjd,date,flag,ut1_minus_utc_s,ut1_minus_utc_error_s
42261,1974-08-02,I,0.1238975,0.0005824
42262,1974-08-03,I,0.1220194,0.0005824
42263,1974-08-04,I,0.1200048,0.0005824
42264,1974-08-05,I,0.1178673,0.0005824
42265,1974-08-06,I,0.1156365,0.0005186
42266,1974-08-07,I,0.1133517,0.0004457
42267,1974-08-08,I,0.1110567,0.0004457
42268,1974-08-09,I,0.1087935,0.0004457
42269,1974-08-10,I,0.1065964,0.0004457
42270,1974-08-11,I,0.1044843,0.0004457
42271,1974-08-12,I,0.1024513,0.0002710
42272,1974-08-13,I,0.1004595,0.0002710
42273,1974-08-14,I,0.0984382,0.0002710
42274,1974-08-15,I,0.0962965,0.0002710
42275,1974-08-16,I,0.0939503,0.0002710
42276,1974-08-17,I,0.0913562,0.0002710
42277,1974-08-18,I,0.0885363,0.0002710
42278,1974-08-19,I,0.0855791,0.0002710
42279,1974-08-20,I,0.0826134,0.0002710
42280,1974-08-21,I,0.0797654,0.0002710
42281,1974-08-22,I,0.0771206,0.0002710
42282,1974-08-23,I,0.0747058,0.0002710
42283,1974-08-24,I,0.0724966,0.0002710
42284,1974-08-25,I,0.0704374,0.0002710
42285,1974-08-26,I,0.0684627,0.0002710
42286,1974-08-27,I,0.0665101,0.0002710
42287,1974-08-28,I,0.0645249,0.0015149
42288,1974-08-29,I,0.0624629,0.0015149
42289,1974-08-30,I,0.0602943,0.0015149
42290,1974-08-31,I,0.0580075,0.0010926
42291,1974-09-01,I,0.0556089,0.0010926
42292,1974-09-02,I,0.0531226,0.0008964
42293,1974-09-03,I,0.0505851,0.0002616
42294,1974-09-04,I,0.0480399,0.0002772
42295,1974-09-05,I,0.0455299,0.0002772
42296,1974-09-06,I,0.0430908,0.0005161
42297,1974-09-07,I,0.0407426,0.0004616
42298,1974-09-08,I,0.0384828,0.0005104
42299,1974-09-09,I,0.0362799,0.0005636
42300,1974-09-10,I,0.0340742,0.0006522
42301,1974-09-11,I,0.0317851,0.0006522
42302,1974-09-12,I,0.0293283,0.0000072
42303,1974-09-13,I,0.0266415,0.0002710
42304,1974-09-14,I,0.0237106,0.0002710
42305,1974-09-15,I,0.0205839,0.0002710
42306,1974-09-16,I,0.0173645,0.0002710
42307,1974-09-17,I,0.0141804,0.0002710
42308,1974-09-18,I,0.0111442,0.0002710
42309,1974-09-19,I,0.0083205,0.0002710
42310,1974-09-20,I,0.0057149,0.0002710
42311,1974-09-21,I,0.0032855,0.0002710
42312,1974-09-22,I,0.0009657,0.0002710
42313,1974-09-23,I,-0.0013138,0.0002710
42314,1974-09-24,I,-0.0036138,0.0002710
42315,1974-09-25,I,-0.0059825,0.0006651
42316,1974-09-26,I,-0.0084542,0.0006651
42317,1974-09-27,I,-0.0110472,0.0006651
42318,1974-09-28,I,-0.0137616,0.0006651
42319,1974-09-29,I,-0.0165796,0.0006651
42320,1974-09-30,I,-0.0194678,0.0004800
42321,1974-10-01,I,-0.0223835,0.0001360
42322,1974-10-02,I,-0.0252801,0.0001360
42323,1974-10-03,I,-0.0281155,0.0003884
42324,1974-10-04,I,-0.0308605,0.0003884
42325,1974-10-05,I,-0.0335083,0.0003884
42326,1974-10-06,I,-0.0360812,0.0005089
42327,1974-10-07,I,-0.0386305,0.0005089
42328,1974-10-08,I,-0.0412288,0.0005091
42329,1974-10-09,I,-0.0439543,0.0004972
42330,1974-10-10,I,-0.0468704,0.0004972
42331,1974-10-11,I,-0.0500056,0.0004972
42332,1974-10-12,I,-0.0533405,0.0005096
42333,1974-10-13,I,-0.0568059,0.0005096
42334,1974-10-14,I,-0.0602980,0.0002710
42335,1974-10-15,I,-0.0637056,0.0002710
42336,1974-10-16,I,-0.0669432,0.0002710
42337,1974-10-17,I,-0.0699736,0.0002710
42338,1974-10-18,I,-0.0728115,0.0002710
42339,1974-10-19,I,-0.0755102,0.0002710
42340,1974-10-20,I,-0.0781390,0.0002710
42341,1974-10-21,I,-0.0807645,0.0002710
42342,1974-10-22,I,-0.0834400,0.0002710
42343,1974-10-23,I,-0.0862039,0.0002710
42344,1974-10-24,I,-0.0890785,0.0002710
42345,1974-10-25,I,-0.0920700,0.0002710
42346,1974-10-26,I,-0.0951674,0.0002710
42347,1974-10-27,I,-0.0983442,0.0002710
42348,1974-10-28,I,-0.1015618,0.0002710
42349,1974-10-29,I,-0.1047759,0.0002710
42350,1974-10-30,I,-0.1079424,0.0002710
42351,1974-10-31,I,-0.1110253,0.0002710
42352,1974-11-01,I,-0.1140068,0.0003384
42353,1974-11-02,I,-0.1168966,0.0003384
42354,1974-11-03,I,-0.1197360,0.0003384
42355,1974-11-04,I,-0.1225924,0.0003384
42356,1974-11-05,I,-0.1255415,0.0003384
42357,1974-11-06,I,-0.1286461,0.0003384
42358,1974-11-07,I,-0.1319364,0.0002710
42359,1974-11-08,I,-0.1354003,0.0002710
42360,1974-11-09,I,-0.1389844,0.0002710
42361,1974-11-10,I,-0.1426054,0.0002710
42362,1974-11-11,I,-0.1461694,0.0002710
42363,1974-11-12,I,-0.1495947,0.0002710
42364,1974-11-13,I,-0.1528314,0.0002710
42365,1974-11-14,I,-0.1558721,0.0002710
42366,1974-11-15,I,-0.1587500,0.0002710
42367,1974-11-16,I,-0.1615237,0.0002710
42368,1974-11-17,I,-0.1642589,0.0002710
42369,1974-11-18,I,-0.1670133,0.0002710
42370,1974-11-19,I,-0.1698291,0.0002710
42371,1974-11-20,I,-0.1727309,0.0002710
42372,1974-11-21,I,-0.1757270,0.0002710
42373,1974-11-22,I,-0.1788103,0.0002710
42374,1974-11-23,I,-0.1819591,0.0002710
42375,1974-11-24,I,-0.1851408,0.0002710
42376,1974-11-25,I,-0.1883156,0.0005279
42377,1974-11-26,I,-0.1914423,0.0005279
42378,1974-11-27,I,-0.1944842,0.0005279
42379,1974-11-28,I,-0.1974171,0.0005279
42380,1974-11-29,I,-0.2002394,0.0005279
42381,1974-11-30,I,-0.2029809,0.0005279
42382,1974-12-01,I,-0.2057017,0.0002710
42383,1974-12-02,I,-0.2084797,0.0002710
42384,1974-12-03,I,-0.2113859,0.0002710
42385,1974-12-04,I,-0.2144586,0.0002710
42386,1974-12-05,I,-0.2176890,0.0002710
42387,1974-12-06,I,-0.2210227,0.0002710
42388,1974-12-07,I,-0.2243769,0.0002710
42389,1974-12-08,I,-0.2276635,0.0002710
42390,1974-12-09,I,-0.2308093,0.0002710
42391,1974-12-10,I,-0.2337703,0.0002710
42392,1974-12-11,I,-0.2365371,0.0002710
42393,1974-12-12,I,-0.2391339,0.0002710
42394,1974-12-13,I,-0.2416100,0.0002710
42395,1974-12-14,I,-0.2440273,0.0002710
42396,1974-12-15,I,-0.2464465,0.0002710
42397,1974-12-16,I,-0.2489155,0.0002710
42398,1974-12-17,I,-0.2514648,0.0002710
42399,1974-12-18,I,-0.2541065,0.0002710
42400,1974-12-19,I,-0.2568362,0.0002710
42401,1974-12-20,I,-0.2596358,0.0002710
42402,1974-12-21,I,-0.2624767,0.0002710
42403,1974-12-22,I,-0.2653240,0.0002710
42404,1974-12-23,I,-0.2681412,0.0002710
42405,1974-12-24,I,-0.2708955,0.0002710
42406,1974-12-25,I,-0.2735629,0.0002710
42407,1974-12-26,I,-0.2761359,0.0002710
42408,1974-12-27,I,-0.2786327,0.0002710
42409,1974-12-28,I,-0.2811029,0.0002710
42410,1974-12-29,I,-0.2836216,0.0002710
42411,1974-12-30,I,-0.2862702,0.0002710
42412,1974-12-31,I,-0.2891063,0.0002710
42413,1975-01-01,I,0.7078620,0.0002710
42414,1975-01-02,I,0.7046843,0.0002710
42415,1975-01-03,I,0.7014537,0.0002710
42416,1975-01-04,I,0.6982754,0.0002710
42417,1975-01-05,I,0.6952360,0.0002710
42418,1975-01-06,I,0.6923847,0.0002710
42419,1975-01-07,I,0.6897288,0.0002710
42420,1975-01-08,I,0.6872419,0.0002710
42421,1975-01-09,I,0.6848751,0.0002710
42422,1975-01-10,I,0.6825688,0.0002710
42423,1975-01-11,I,0.6802626,0.0002710
42424,1975-01-12,I,0.6779046,0.0002710
42425,1975-01-13,I,0.6754580,0.0002710
42426,1975-01-14,I,0.6729050,0.0002710
42427,1975-01-15,I,0.6702462,0.0002710
42428,1975-01-16,I,0.6674983,0.0002710
42429,1975-01-17,I,0.6646893,0.0002710
42430,1975-01-18,I,0.6618535,0.0002710
42431,1975-01-19,I,0.6590266,0.0005823
42432,1975-01-20,I,0.6562407,0.0005823
42433,1975-01-21,I,0.6535197,0.0005823
42434,1975-01-22,I,0.6508739,0.0005823
42435,1975-01-23,I,0.6482936,0.0005823
42436,1975-01-24,I,0.6457422,0.0005823
42437,1975-01-25,I,0.6431545,0.0002710
42438,1975-01-26,I,0.6404476,0.0002710
42439,1975-01-27,I,0.6375449,0.0002710
42440,1975-01-28,I,0.6344086,0.0002710
42441,1975-01-29,I,0.6310622,0.0002710
42442,1975-01-30,I,0.6275904,0.0002710
42443,1975-01-31,I,0.6241144,0.0002710
42444,1975-02-01,I,0.6207515,0.0002710
42445,1975-02-02,I,0.6175812,0.0002710
42446,1975-02-03,I,0.6146292,0.0002710
42447,1975-02-04,I,0.6118733,0.0002710
42448,1975-02-05,I,0.6092617,0.0002710
42449,1975-02-06,I,0.6067312,0.0002710
42450,1975-02-07,I,0.6042198,0.0002710
42451,1975-02-08,I,0.6016743,0.0002710
42452,1975-02-09,I,0.5990538,0.0002710
42453,1975-02-10,I,0.5963343,0.0002710
42454,1975-02-11,I,0.5935105,0.0002710
42455,1975-02-12,I,0.5905952,0.0002710
42456,1975-02-13,I,0.5876157,0.0002710
42457,1975-02-14,I,0.5846077,0.0002710
42458,1975-02-15,I,0.5816096,0.0002710
42459,1975-02-16,I,0.5786568,0.0002710
42460,1975-02-17,I,0.5757765,0.0002710
42461,1975-02-18,I,0.5729835,0.0002710
42462,1975-02-19,I,0.5702742,0.0002710
42463,1975-02-20,I,0.5676221,0.0002710
42464,1975-02-21,I,0.5649742,0.0002710
42465,1975-02-22,I,0.5622551,0.0002710
42466,1975-02-23,I,0.5593821,0.0009542
42467,1975-02-24,I,0.5562918,0.0009542
42468,1975-02-25,I,0.5529687,0.0009542
42469,1975-02-26,I,0.5494621,0.0009542
42470,1975-02-27,I,0.5458778,0.0009542
42471,1975-02-28,I,0.5423464,0.0006845
42472,1975-03-01,I,0.5389811,0.0001625
42473,1975-03-02,I,0.5358444,0.0001625
42474,1975-03-03,I,0.5329378,0.0002456
42475,1975-03-04,I,0.5302157,0.0002456
42476,1975-03-05,I,0.5276097,0.0002456
42477,1975-03-06,I,0.5250500,0.0003069
42478,1975-03-07,I,0.5224774,0.0003069
42479,1975-03-08,I,0.5198474,0.0003069
42480,1975-03-09,I,0.5171301,0.0002710
42481,1975-03-10,I,0.5143123,0.0002710
42482,1975-03-11,I,0.5113982,0.0002710
42483,1975-03-12,I,0.5084088,0.0002710
42484,1975-03-13,I,0.5053768,0.0002710
42485,1975-03-14,I,0.5023401,0.0002710
42486,1975-03-15,I,0.4993360,0.0002710
42487,1975-03-16,I,0.4963947,0.0002710
42488,1975-03-17,I,0.4935350,0.0002710
42489,1975-03-18,I,0.4907588,0.0002710
42490,1975-03-19,I,0.4880470,0.0002710
42491,1975-03-20,I,0.4853569,0.0002710
42492,1975-03-21,I,0.4826241,0.0002710
42493,1975-03-22,I,0.4797722,0.0002710
42494,1975-03-23,I,0.4767299,0.0004421
42495,1975-03-24,I,0.4734549,0.0004421
42496,1975-03-25,I,0.4699565,0.0004421
42497,1975-03-26,I,0.4663029,0.0004421
42498,1975-03-27,I,0.4626084,0.0004421
42499,1975-03-28,I,0.4589992,0.0004421
42500,1975-03-29,I,0.4555732,0.0002710
42501,1975-03-30,I,0.4523729,0.0003853
42502,1975-03-31,I,0.4493813,0.0003853
42503,1975-04-01,I,0.4465407,0.0003853
42504,1975-04-02,I,0.4437788,0.0003853
42505,1975-04-03,I,0.4410300,0.0003853
42506,1975-04-04,I,0.4382447,0.0003853
42507,1975-04-05,I,0.4353906,0.0002710
42508,1975-04-06,I,0.4324509,0.0002710
42509,1975-04-07,I,0.4294241,0.0002710
42510,1975-04-08,I,0.4263244,0.0002710
42511,1975-04-09,I,0.4231794,0.0002710
42512,1975-04-10,I,0.4200251,0.0002710
42513,1975-04-11,I,0.4168989,0.0002710
42514,1975-04-12,I,0.4138340,0.0002710
42515,1975-04-13,I,0.4108533,0.0002710
42516,1975-04-14,I,0.4079649,0.0002710
42517,1975-04-15,I,0.4051570,0.0002710
42518,1975-04-16,I,0.4023952,0.0002710
42519,1975-04-17,I,0.3996246,0.0002710
42520,1975-04-18,I,0.3967781,0.0002710
42521,1975-04-19,I,0.3937899,0.0000076
42522,1975-04-20,I,0.3906134,0.0000076
42523,1975-04-21,I,0.3872379,0.0000076
42524,1975-04-22,I,0.3836997,0.0003608
42525,1975-04-23,I,0.3800794,0.0003608
42526,1975-04-24,I,0.3764845,0.0003608
42527,1975-04-25,I,0.3730187,0.0005102
42528,1975-04-26,I,0.3697510,0.0005102
42529,1975-04-27,I,0.3666976,0.0003719
42530,1975-04-28,I,0.3638240,0.0001276
42531,1975-04-29,I,0.3610656,0.0001069
42532,1975-04-30,I,0.3583524,0.0001069
42533,1975-05-01,I,0.3556279,0.0001112
42534,1975-05-02,I,0.3528558,0.0001112
42535,1975-05-03,I,0.3500183,0.0004854
42536,1975-05-04,I,0.3471131,0.0004854
42537,1975-05-05,I,0.3441513,0.0005918
42538,1975-05-06,I,0.3411564,0.0005918
42539,1975-05-07,I,0.3381611,0.0008283
42540,1975-05-08,I,0.3352008,0.0008283
42541,1975-05-09,I,0.3323086,0.0002710
42542,1975-05-10,I,0.3295094,0.0002710
42543,1975-05-11,I,0.3268149,0.0002710
42544,1975-05-12,I,0.3242189,0.0002710
42545,1975-05-13,I,0.3216932,0.0002710
42546,1975-05-14,I,0.3191880,0.0002710
42547,1975-05-15,I,0.3166393,0.0002710
42548,1975-05-16,I,0.3139843,0.0002710
42549,1975-05-17,I,0.3111779,0.0002710
42550,1975-05-18,I,0.3082074,0.0002710
42551,1975-05-19,I,0.3050988,0.0001217
42552,1975-05-20,I,0.3019142,0.0001217
42553,1975-05-21,I,0.2987388,0.0001217
42554,1975-05-22,I,0.2956617,0.0001217
42555,1975-05-23,I,0.2927525,0.0001217
42556,1975-05-24,I,0.2900434,0.0001068
42557,1975-05-25,I,0.2875213,0.0000895
42558,1975-05-26,I,0.2851360,0.0000895
42559,1975-05-27,I,0.2828200,0.0000895
42560,1975-05-28,I,0.2805093,0.0000895
42561,1975-05-29,I,0.2781577,0.0002081
42562,1975-05-30,I,0.2757407,0.0003770
42563,1975-05-31,I,0.2732527,0.0005859
42564,1975-06-01,I,0.2707024,0.0005875
42565,1975-06-02,I,0.2681096,0.0005875
42566,1975-06-03,I,0.2655034,0.0005875
42567,1975-06-04,I,0.2629185,0.0006588
42568,1975-06-05,I,0.2603892,0.0007404
42569,1975-06-06,I,0.2579426,0.0005922
42570,1975-06-07,I,0.2555943,0.0002710
42571,1975-06-08,I,0.2533436,0.0002710
42572,1975-06-09,I,0.2511698,0.0002710
42573,1975-06-10,I,0.2490292,0.0002710
42574,1975-06-11,I,0.2468600,0.0002710
42575,1975-06-12,I,0.2445960,0.0002710
42576,1975-06-13,I,0.2421869,0.0002710
42577,1975-06-14,I,0.2396174,0.0002710
42578,1975-06-15,I,0.2369150,0.0009943
42579,1975-06-16,I,0.2341448,0.0007603
42580,1975-06-17,I,0.2313915,0.0007603
42581,1975-06-18,I,0.2287388,0.0007603
42582,1975-06-19,I,0.2262494,0.0007603
42583,1975-06-20,I,0.2239539,0.0007530
42584,1975-06-21,I,0.2218465,0.0005969
42585,1975-06-22,I,0.2198887,0.0007382
42586,1975-06-23,I,0.2180206,0.0007382
42587,1975-06-24,I,0.2161786,0.0007382
42588,1975-06-25,I,0.2143102,0.0007382
42589,1975-06-26,I,0.2123831,0.0009052
42590,1975-06-27,I,0.2103870,0.0009052
42591,1975-06-28,I,0.2083295,0.0009052
42592,1975-06-29,I,0.2062314,0.0009052
42593,1975-06-30,I,0.2041206,0.0009052
42594,1975-07-01,I,0.2020295,0.0009052
42595,1975-07-02,I,0.1999898,0.0002710
42596,1975-07-03,I,0.1980282,0.0002710
42597,1975-07-04,I,0.1961611,0.0002710
42598,1975-07-05,I,0.1943904,0.0002710
42599,1975-07-06,I,0.1926999,0.0002710
42600,1975-07-07,I,0.1910515,0.0002710
42601,1975-07-08,I,0.1893860,0.0002710
42602,1975-07-09,I,0.1876314,0.0002710
42603,1975-07-10,I,0.1857224,0.0002710
42604,1975-07-11,I,0.1836248,0.0002710
42605,1975-07-12,I,0.1813529,0.0002710
42606,1975-07-13,I,0.1789710,0.0002710
42607,1975-07-14,I,0.1765746,0.0002710
42608,1975-07-15,I,0.1742613,0.0002710
42609,1975-07-16,I,0.1721038,0.0002710
42610,1975-07-17,I,0.1701352,0.0002710
42611,1975-07-18,I,0.1683480,0.0002710
42612,1975-07-19,I,0.1667032,0.0002710
42613,1975-07-20,I,0.1651432,0.0002710
42614,1975-07-21,I,0.1636046,0.0002710
42615,1975-07-22,I,0.1620306,0.0002710
42616,1975-07-23,I,0.1603799,0.0002710
42617,1975-07-24,I,0.1586320,0.0002710
42618,1975-07-25,I,0.1567872,0.0002710
42619,1975-07-26,I,0.1548623,0.0008191
42620,1975-07-27,I,0.1528845,0.0008191
42621,1975-07-28,I,0.1508862,0.0008191
42622,1975-07-29,I,0.1488999,0.0008191
42623,1975-07-30,I,0.1469542,0.0008191
42624,1975-07-31,I,0.1450691,0.0008191
42625,1975-08-01,I,0.1432516,0.0002710
42626,1975-08-02,I,0.1414926,0.0002710
42627,1975-08-03,I,0.1397635,0.0002710
42628,1975-08-04,I,0.1380145,0.0002710
42629,1975-08-05,I,0.1361780,0.0002710
42630,1975-08-06,I,0.1341813,0.0002710
42631,1975-08-07,I,0.1319693,0.0002710
42632,1975-08-08,I,0.1295300,0.0002710
42633,1975-08-09,I,0.1269087,0.0002710
42634,1975-08-10,I,0.1242014,0.0002710
42635,1975-08-11,I,0.1215261,0.0002710
42636,1975-08-12,I,0.1189857,0.0002710
42637,1975-08-13,I,0.1166393,0.0002710
42638,1975-08-14,I,0.1144927,0.0002710
42639,1975-08-15,I,0.1125086,0.0002710
42640,1975-08-16,I,0.1106264,0.0002710
42641,1975-08-17,I,0.1087804,0.0002710
42642,1975-08-18,I,0.1069126,0.0002710
42643,1975-08-19,I,0.1049793,0.0002710
42644,1975-08-20,I,0.1029550,0.0002710
42645,1975-08-21,I,0.1008334,0.0002710
42646,1975-08-22,I,0.0986271,0.0002710
42647,1975-08-23,I,0.0963623,0.0002710
42648,1975-08-24,I,0.0940731,0.0006271
42649,1975-08-25,I,0.0917951,0.0006271
42650,1975-08-26,I,0.0895594,0.0006271
42651,1975-08-27,I,0.0873887,0.0004778
42652,1975-08-28,I,0.0852931,0.0004173
42653,1975-08-29,I,0.0832673,0.0004173
42654,1975-08-30,I,0.0812891,0.0002541
42655,1975-08-31,I,0.0793170,0.0002541
42656,1975-09-01,I,0.0772916,0.0002541
42657,1975-09-02,I,0.0751413,0.0002566
42658,1975-09-03,I,0.0727981,0.0002710
42659,1975-09-04,I,0.0702207,0.0002710
42660,1975-09-05,I,0.0674183,0.0002710
42661,1975-09-06,I,0.0644583,0.0002710
42662,1975-09-07,I,0.0614537,0.0002710
42663,1975-09-08,I,0.0585280,0.0002710
42664,1975-09-09,I,0.0557757,0.0002710
42665,1975-09-10,I,0.0532356,0.0002710
42666,1975-09-11,I,0.0508883,0.0002710
42667,1975-09-12,I,0.0486743,0.0002710
42668,1975-09-13,I,0.0465203,0.0002710
42669,1975-09-14,I,0.0443600,0.0002710
42670,1975-09-15,I,0.0421439,0.0003375
42671,1975-09-16,I,0.0398415,0.0003375
42672,1975-09-17,I,0.0374400,0.0003375
42673,1975-09-18,I,0.0349439,0.0003375
42674,1975-09-19,I,0.0323719,0.0003375
42675,1975-09-20,I,0.0297541,0.0003375
42676,1975-09-21,I,0.0271247,0.0000206
42677,1975-09-22,I,0.0245156,0.0000206
42678,1975-09-23,I,0.0219512,0.0000206
42679,1975-09-24,I,0.0194443,0.0005080
42680,1975-09-25,I,0.0169938,0.0004791
42681,1975-09-26,I,0.0145829,0.0004791
42682,1975-09-27,I,0.0121777,0.0005866
42683,1975-09-28,I,0.0097282,0.0005866
42684,1975-09-29,I,0.0071724,0.0005866
42685,1975-09-30,I,0.0044456,0.0004154
42686,1975-10-01,I,0.0014959,0.0002710
42687,1975-10-02,I,-0.0016954,0.0002710
42688,1975-10-03,I,-0.0050966,0.0002710
42689,1975-10-04,I,-0.0086242,0.0002710
42690,1975-10-05,I,-0.0121610,0.0002710
42691,1975-10-06,I,-0.0155912,0.0002710
42692,1975-10-07,I,-0.0188373,0.0002710
42693,1975-10-08,I,-0.0218807,0.0002710
42694,1975-10-09,I,-0.0247580,0.0002710
42695,1975-10-10,I,-0.0275378,0.0002710
42696,1975-10-11,I,-0.0302926,0.0006019
42697,1975-10-12,I,-0.0330788,0.0004277
42698,1975-10-13,I,-0.0359304,0.0004277
42699,1975-10-14,I,-0.0388617,0.0004277
42700,1975-10-15,I,-0.0418719,0.0004277
42701,1975-10-16,I,-0.0449471,0.0004277
42702,1975-10-17,I,-0.0480620,0.0000606
42703,1975-10-18,I,-0.0511839,0.0002710
42704,1975-10-19,I,-0.0542794,0.0002710
42705,1975-10-20,I,-0.0573205,0.0002710
42706,1975-10-21,I,-0.0602901,0.0002710
42707,1975-10-22,I,-0.0631842,0.0002710
42708,1975-10-23,I,-0.0660136,0.0002710
42709,1975-10-24,I,-0.0688051,0.0001072
42710,1975-10-25,I,-0.0716014,0.0001072
42711,1975-10-26,I,-0.0744569,0.0003134
42712,1975-10-27,I,-0.0774306,0.0003134
42713,1975-10-28,I,-0.0805737,0.0003134
42714,1975-10-29,I,-0.0839158,0.0003134
42715,1975-10-30,I,-0.0874502,0.0003763
42716,1975-10-31,I,-0.0911263,0.0003763
42717,1975-11-01,I,-0.0948561,0.0002710
42718,1975-11-02,I,-0.0985343,0.0002710
42719,1975-11-03,I,-0.1020696,0.0002710
42720,1975-11-04,I,-0.1054123,0.0002710
42721,1975-11-05,I,-0.1085673,0.0002710
42722,1975-11-06,I,-0.1115847,0.0002710
42723,1975-11-07,I,-0.1145351,0.0002710
42724,1975-11-08,I,-0.1174833,0.0002710
42725,1975-11-09,I,-0.1204725,0.0002710
42726,1975-11-10,I,-0.1235210,0.0002710
42727,1975-11-11,I,-0.1266285,0.0002710
42728,1975-11-12,I,-0.1297818,0.0001642
42729,1975-11-13,I,-0.1329585,0.0001642
42730,1975-11-14,I,-0.1361291,0.0001262
42731,1975-11-15,I,-0.1392609,0.0001265
42732,1975-11-16,I,-0.1423246,0.0001265
42733,1975-11-17,I,-0.1452995,0.0001265
42734,1975-11-18,I,-0.1481779,0.0001027
42735,1975-11-19,I,-0.1509664,0.0000876
42736,1975-11-20,I,-0.1536873,0.0000951
42737,1975-11-21,I,-0.1563780,0.0004782
42738,1975-11-22,I,-0.1590882,0.0004782
42739,1975-11-23,I,-0.1618727,0.0004782
42740,1975-11-24,I,-0.1647790,0.0004782
42741,1975-11-25,I,-0.1678355,0.0006749
42742,1975-11-26,I,-0.1710407,0.0006749
42743,1975-11-27,I,-0.1743596,0.0002710
42744,1975-11-28,I,-0.1777271,0.0002710
42745,1975-11-29,I,-0.1810612,0.0002710
42746,1975-11-30,I,-0.1842822,0.0002710
42747,1975-12-01,I,-0.1873351,0.0002710
42748,1975-12-02,I,-0.1902060,0.0002710
42749,1975-12-03,I,-0.1929245,0.0002710
42750,1975-12-04,I,-0.1955510,0.0002710
42751,1975-12-05,I,-0.1981536,0.0002710
42752,1975-12-06,I,-0.2007866,0.0002710
42753,1975-12-07,I,-0.2034792,0.0002710
42754,1975-12-08,I,-0.2062362,0.0002710
42755,1975-12-09,I,-0.2090458,0.0002710
42756,1975-12-10,I,-0.2118865,0.0002710
42757,1975-12-11,I,-0.2147317,0.0004655
42758,1975-12-12,I,-0.2175525,0.0004655
42759,1975-12-13,I,-0.2203215,0.0004655
42760,1975-12-14,I,-0.2230177,0.0004655
42761,1975-12-15,I,-0.2256313,0.0004655
42762,1975-12-16,I,-0.2281667,0.0004655
42763,1975-12-17,I,-0.2306432,0.0002710
42764,1975-12-18,I,-0.2330956,0.0002710
42765,1975-12-19,I,-0.2355722,0.0002710
42766,1975-12-20,I,-0.2381288,0.0002710
42767,1975-12-21,I,-0.2408168,0.0002710
42768,1975-12-22,I,-0.2436677,0.0002710
42769,1975-12-23,I,-0.2466803,0.0002710
42770,1975-12-24,I,-0.2498172,0.0002710
42771,1975-12-25,I,-0.2530125,0.0002710
42772,1975-12-26,I,-0.2561882,0.0002710
42773,1975-12-27,I,-0.2592722,0.0002710
42774,1975-12-28,I,-0.2622145,0.0002710
42775,1975-12-29,I,-0.2649982,0.0002710
42776,1975-12-30,I,-0.2676425,0.0002710
42777,1975-12-31,I,-0.2701957,0.0002710
42778,1976-01-01,I,0.7272793,0.0002710
42779,1976-01-02,I,0.7247235,0.0002710
42780,1976-01-03,I,0.7220977,0.0002710
42781,1976-01-04,I,0.7193884,0.0002710
42782,1976-01-05,I,0.7166048,0.0002710
42783,1976-01-06,I,0.7137704,0.0002710
42784,1976-01-07,I,0.7109152,0.0002710
42785,1976-01-08,I,0.7080704,0.0002710
42786,1976-01-09,I,0.7052651,0.0002710
42787,1976-01-10,I,0.7025227,0.0002710
42788,1976-01-11,I,0.6998561,0.0006256
42789,1976-01-12,I,0.6972650,0.0006256
42790,1976-01-13,I,0.6947333,0.0006256
42791,1976-01-14,I,0.6922296,0.0006256
42792,1976-01-15,I,0.6897067,0.0005639
42793,1976-01-16,I,0.6871063,0.0006856
42794,1976-01-17,I,0.6843682,0.0007137
42795,1976-01-18,I,0.6814470,0.0007137
42796,1976-01-19,I,0.6783304,0.0007137
42797,1976-01-20,I,0.6750506,0.0007137
42798,1976-01-21,I,0.6716801,0.0008798
42799,1976-01-22,I,0.6683108,0.0002710
42800,1976-01-23,I,0.6650293,0.0002710
42801,1976-01-24,I,0.6618941,0.0002710
42802,1976-01-25,I,0.6589248,0.0003543
42803,1976-01-26,I,0.6561040,0.0003543
42804,1976-01-27,I,0.6533864,0.0003543
42805,1976-01-28,I,0.6507125,0.0003543
42806,1976-01-29,I,0.6480234,0.0003543
42807,1976-01-30,I,0.6452727,0.0003543
42808,1976-01-31,I,0.6424362,0.0002710
42809,1976-02-01,I,0.6395140,0.0002710
42810,1976-02-02,I,0.6365256,0.0002710
42811,1976-02-03,I,0.6335025,0.0002710
42812,1976-02-04,I,0.6304796,0.0002710
42813,1976-02-05,I,0.6274900,0.0001165
42814,1976-02-06,I,0.6245606,0.0001165
42815,1976-02-07,I,0.6217091,0.0001165
42816,1976-02-08,I,0.6189407,0.0001165
42817,1976-02-09,I,0.6162458,0.0001165
42818,1976-02-10,I,0.6135993,0.0005927
42819,1976-02-11,I,0.6109607,0.0008300
42820,1976-02-12,I,0.6082763,0.0008300
42821,1976-02-13,I,0.6054842,0.0007263
42822,1976-02-14,I,0.6025261,0.0007263
42823,1976-02-15,I,0.5993671,0.0007263
42824,1976-02-16,I,0.5960145,0.0004964
42825,1976-02-17,I,0.5925249,0.0005623
42826,1976-02-18,I,0.5889930,0.0005623
42827,1976-02-19,I,0.5855239,0.0005398
42828,1976-02-20,I,0.5822010,0.0005398
42829,1976-02-21,I,0.5790631,0.0005398
